Session,Trial,Time-to-Target,Target,Success,Stim Paradigm,Path Efficiency,Shortest Distance,ToD,Average Speed,Total Distance,AD,Target Crosses,Tuning Width,Mouse
14,12,0.563077806,"[[461, 275], b'H']",1,ICMS Only,0.985037097,9.661396541,0.554652527,17.0154919,9.80815501,0.748220898,1,Wide,SC21RM
14,13,3.876272535,"[[461, 275], b'H']",1,ICMS Only,0.085386957,4.539627368,0.330983116,13.86518819,53.165349,0.223864012,2,Wide,SC21RM
14,14,0.5,"[[461, 390], b'I']",1,Bright Visual Only,1.398520699,7.344355082,0.69926035,8.867363659,5.251516896,0.988275103,0,Wide,SC21RM
14,15,0.5,"[[461, 159], b'G']",1,Dim Visual Only,0.939578465,5.384484122,0.469789232,18.77302452,5.730744501,0.562883295,0,Wide,SC21RM
14,16,5.500793219,"[[461, 159], b'G']",0,ICMS Only,0.14558207,7.544295782,0.800816863,9.475738612,51.82159989,0.204203252,0,Wide,SC21RM
14,17,3.349390147,"[[232, 390], b'C']",1,Dim Visual Only,0.356166858,14.55486638,1.192941764,12.17356698,40.86530249,0.509736123,2,Wide,SC21RM
14,18,4.717723248,"[[461, 159], b'G']",1,Combined,0.219029703,8.15307206,1.03332152,8.863636449,37.22359098,0.111740305,0,Wide,SC21RM
14,19,0.543014167,"[[461, 390], b'I']",1,Dim Visual Only,0.332732451,2.073154793,0.180678435,13.85944709,6.230696116,0.339857628,0,Wide,SC21RM
14,20,0.5,"[[461, 390], b'I']",1,Combined,1.119727928,6.634098106,0.559863964,20.61077393,5.924741124,0.866959082,0,Wide,SC21RM
14,21,2.373522032,"[[461, 159], b'G']",1,Dim Visual Only,0.300760802,8.837056054,0.71386239,11.58321003,29.38233968,0.220969697,2,Wide,SC21RM
14,22,5.511615276,"[[229, 275], b'B']",0,ICMS Only,0.222891735,17.41057337,1.228493493,14.93276621,78.11224293,0.17499272,2,Wide,SC21RM
14,23,2.172997115,"[[345, 275], b'E']",1,Combined,0.260458272,6.459789907,0.565975073,12.92895763,24.80163084,0.135024152,1,Wide,SC21RM
14,24,1.356968444,"[[461, 159], b'G']",1,Combined,0.438500957,8.29160752,0.595031962,14.67684446,18.90898385,0.154803957,2,Wide,SC21RM
14,25,1.462750397,"[[345, 159], b'D']",1,Combined,0.624056982,11.52125605,0.912839598,8.653030811,18.46186549,0.503219364,1,Wide,SC21RM
14,26,2.103239654,"[[232, 390], b'C']",1,Combined,0.49566438,12.63711827,1.04250098,12.08447728,25.49531249,0.412835313,1,Wide,SC21RM
14,27,5.511288166,"[[229, 275], b'B']",0,Sham,0.126476569,7.114403683,0.697048818,10.26016972,56.25076441,0.141048273,4,Wide,SC21RM
14,28,5.50496459,"[[229, 159], b'A']",0,Dim Visual Only,0.103594287,7.594102791,0.570282881,13.37008437,73.30619308,0.214271132,5,Wide,SC21RM
14,29,5.368137477,"[[461, 390], b'I']",1,ICMS Only,0.194503082,13.67274691,1.044119285,13.07452515,70.2957853,0.078273795,4,Wide,SC21RM
14,30,1.899357675,"[[461, 390], b'I']",1,Combined,0.157310675,3.20257181,0.298789238,11.54735483,20.35826121,0.25607618,2,Wide,SC21RM
14,31,0.5,"[[345, 275], b'E']",1,Bright Visual Only,0.708537562,6.550313256,0.354268781,18.22034855,9.244835569,0.53562404,1,Wide,SC21RM
14,32,1.036987524,"[[461, 275], b'H']",1,Combined,0.354894222,5.464497079,0.36802088,15.71297276,15.39753747,0.383563333,1,Wide,SC21RM
14,33,1.140882848,"[[345, 390], b'F']",1,Combined,0.613584196,11.2969682,0.700027684,15.96415218,18.41143934,0.65416175,1,Wide,SC21RM
14,34,0.510902284,"[[345, 159], b'D']",1,Combined,1.203931859,7.989142016,0.615091536,21.1040339,6.635875572,0.662686586,0,Wide,SC21RM
14,35,5.216296552,"[[229, 275], b'B']",1,ICMS Only,0.170700007,9.368242441,0.890421858,10.51577903,54.88132428,0.139608445,3,Wide,SC21RM
14,36,0.5,"[[461, 390], b'I']",1,Dim Visual Only,0.891631369,6.635910919,0.445815684,22.46979171,7.442437704,0.370996107,0,Wide,SC21RM
14,37,0.5,"[[345, 275], b'E']",1,Combined,1.274002873,6.626853676,0.637001436,18.66263611,5.20160026,0.968764148,0,Wide,SC21RM
14,38,5.514426947,"[[461, 390], b'I']",0,Combined,0.179504147,7.988338077,0.989862504,8.142106419,44.50224811,0.136146405,2,Wide,SC21RM
14,39,0.5,"[[229, 275], b'B']",1,Combined,1.569412094,4.962159291,0.784706047,8.807138302,3.161794987,0.511333665,0,Wide,SC21RM
14,40,3.644859193,"[[461, 275], b'H']",1,Combined,0.115075715,5.49596592,0.419434779,14.41858034,47.75956339,0.095648566,3,Wide,SC21RM
14,41,0.5,"[[461, 159], b'G']",1,Sham,1.26541077,9.255063442,0.632705385,22.33361425,7.313880728,0.840502599,0,Wide,SC21RM
14,42,4.409109952,"[[461, 275], b'H']",1,Bright Visual Only,0.152026365,7.028442549,0.670300959,9.754417705,46.23173453,0.192096966,1,Wide,SC21RM
14,43,5.514226198,"[[229, 159], b'A']",0,Dim Visual Only,0.148487168,9.717200805,0.818791833,12.71438492,65.4413504,0.158462988,2,Wide,SC21RM
14,44,4.542055486,"[[345, 159], b'D']",1,Combined,0.140401186,5.897973204,0.637709977,9.833048011,42.00800132,0.1127252,1,Wide,SC21RM
14,45,5.503908873,"[[232, 390], b'C']",0,ICMS Only,0.260608287,14.00325572,1.434364263,10.72441735,53.73296409,0.106220624,1,Wide,SC21RM
14,46,5.508566141,"[[461, 390], b'I']",0,Combined,0.116113976,5.769387634,0.639621516,9.24935347,49.68728004,0.092420844,0,Wide,SC21RM
14,47,5.513110399,"[[345, 390], b'F']",0,Combined,0.070237017,4.115704705,0.38722443,10.81354746,58.59737315,0.12776042,0,Wide,SC21RM
14,48,5.502193689,"[[461, 159], b'G']",0,Combined,0.178291165,10.39516861,0.980992525,10.81691845,58.30445153,0.053183747,0,Wide,SC21RM
14,49,5.506968498,"[[345, 275], b'E']",0,Dim Visual Only,0.099586465,4.70693596,0.548419527,8.742645067,47.26481604,0.205807975,0,Wide,SC21RM
14,50,0.713169692,"[[345, 275], b'E']",1,ICMS Only,0.354919511,3.833459074,0.253117838,15.76740949,10.80092516,0.32471616,0,Wide,SC21RM
14,51,0.677906869,"[[345, 390], b'F']",1,Combined,0.614450302,6.955562426,0.41654008,22.29424807,11.3199756,0.705407059,0,Wide,SC21RM
14,52,5.507268667,"[[345, 159], b'D']",0,Combined,0.235502884,9.617833659,1.296977652,7.663812124,40.83955793,0.091023105,0,Wide,SC21RM
14,53,1.450996993,"[[229, 275], b'B']",1,Combined,0.563959186,8.908024566,0.818303083,14.45502055,15.79551284,0.282787746,0,Wide,SC21RM
14,54,5.511716604,"[[461, 275], b'H']",0,Combined,0.116763134,7.566526295,0.643565302,12.17349986,64.80235725,0.09275669,0,Wide,SC21RM
14,55,5.502917767,"[[232, 390], b'C']",0,Dim Visual Only,0.221722378,14.44707399,1.220120015,11.8942487,65.1583936,0.157689337,2,Wide,SC21RM
14,56,5.513382196,"[[461, 159], b'G']",0,ICMS Only,0.169715906,8.283661309,0.935708656,9.579698523,48.80898612,0.036070842,1,Wide,SC21RM
14,57,2.839657662,"[[461, 159], b'G']",1,Combined,0.237208367,8.422416098,0.673590557,12.47262058,35.50640395,0.15164013,1,Wide,SC21RM
14,58,4.470811961,"[[229, 159], b'A']",1,Combined,0.280785874,12.33022428,1.255340845,9.820683611,43.91326419,0.189279751,2,Wide,SC21RM
14,59,0.706520198,"[[345, 275], b'E']",1,Combined,0.58937614,6.481504182,0.416406147,19.79568475,10.99722867,0.609871692,1,Wide,SC21RM
14,60,0.67511308,"[[461, 390], b'I']",1,Combined,0.901103422,7.306697946,0.608346706,17.6959416,8.108611921,0.465627129,0,Wide,SC21RM
14,61,5.509810209,"[[461, 275], b'H']",0,Dim Visual Only,0.068186035,3.650814692,0.37569211,9.771120413,53.54197103,0.174220355,1,Wide,SC21RM
14,62,5.512271881,"[[229, 275], b'B']",0,Combined,0.488536661,17.09268985,2.6929469,7.033589533,34.98752747,0.037739628,0,Wide,SC21RM
14,63,5.515419722,"[[461, 275], b'H']",0,Bright Visual Only,0.072709109,4.178971154,0.401021254,11.2587336,57.47520782,0.190285025,1,Wide,SC21RM
14,64,5.513772726,"[[461, 275], b'H']",0,Combined,0.027994855,2.011979359,0.15435727,13.4230729,71.86961081,0.094040196,0,Wide,SC21RM
14,65,5.502234936,"[[232, 390], b'C']",0,Sham,0.357495575,16.74032103,1.967024643,8.570152828,46.82665238,0.256264444,0,Wide,SC21RM
14,66,5.50309515,"[[345, 390], b'F']",0,ICMS Only,0.210742816,10.61094532,1.159737768,9.214243345,50.35021135,0.079646263,0,Wide,SC21RM
14,67,5.513757229,"[[461, 159], b'G']",0,Combined,0.174137161,7.965875018,0.960150028,8.715596107,45.74483119,0.109145062,0,Wide,SC21RM
14,68,0.714860795,"[[461, 275], b'H']",1,Combined,0.496892699,3.199222318,0.35520911,10.21240651,6.438457088,0.325148612,0,Wide,SC21RM
14,69,0.525711654,"[[345, 275], b'E']",1,Dim Visual Only,1.12751655,6.424017879,0.59274859,18.11343792,5.6974932,0.808311471,1,Wide,SC21RM
14,70,2.061181424,"[[229, 275], b'B']",1,Combined,0.549724216,10.36780497,1.133081342,9.158675211,18.8600114,0.540275335,1,Wide,SC21RM
14,71,3.059343932,"[[229, 275], b'B']",1,Combined,0.162655917,5.826288537,0.497620392,13.2663357,35.81971473,0.134425136,1,Wide,SC21RM
14,72,5.506819248,"[[345, 159], b'D']",0,ICMS Only,0.135186008,8.015441625,0.74444491,11.75355907,59.29194707,0.072469562,3,Wide,SC21RM
14,73,3.773534029,"[[232, 390], b'C']",1,Combined,0.329684459,13.25202174,1.244075525,9.468472507,40.19607653,0.474243443,2,Wide,SC21RM
14,74,0.500821469,"[[461, 390], b'I']",1,Combined,0.462162878,2.722547412,0.231461091,17.81146358,5.890882942,0.629148976,0,Wide,SC21RM
14,75,5.508997917,"[[345, 275], b'E']",0,ICMS Only,0.147056427,7.290881052,0.810133551,9.732182438,49.57879903,0.066885163,1,Wide,SC21RM
14,76,5.512139082,"[[345, 159], b'D']",0,Combined,0.203289146,11.67225459,1.120558046,11.01751641,57.41700834,0.154640492,1,Wide,SC21RM
14,77,5.509236097,"[[232, 390], b'C']",0,Dim Visual Only,0.341926796,17.41668535,1.883755448,9.303291061,50.93688341,0.297785192,2,Wide,SC21RM
14,78,5.007838367,"[[232, 390], b'C']",1,Combined,0.145386938,9.913383801,0.728074285,13.59052187,68.18620676,0.074326045,2,Wide,SC21RM
14,79,5.500696182,"[[229, 275], b'B']",0,Combined,0.200477464,11.12090636,1.102765621,10.70042047,55.47210213,0.032749018,2,Wide,SC21RM
14,80,2.394680428,"[[232, 390], b'C']",1,Combined,0.585524477,14.96042734,1.402144006,9.948528156,25.55047299,0.545036342,2,Wide,SC21RM
14,81,5.500961065,"[[345, 159], b'D']",0,Dim Visual Only,0.119799264,8.0704392,0.65901109,12.29968175,67.36635015,0.304398208,1,Wide,SC21RM
14,82,5.501271486,"[[461, 275], b'H']",0,Bright Visual Only,0.027098944,1.448020945,0.149078646,9.766374587,53.43459015,0.257756087,1,Wide,SC21RM
14,83,0.723405002,"[[232, 390], b'C']",1,ICMS Only,0.685466787,5.197691207,0.495870102,13.96979329,7.582703211,0.422041186,0,Wide,SC21RM
14,84,0.654172776,"[[345, 159], b'D']",1,Sham,1.352888541,5.255082184,0.885022853,9.059915948,3.884342299,0.712648273,1,Wide,SC21RM
14,85,1.084872745,"[[461, 275], b'H']",1,Combined,0.610930624,6.376103858,0.662781983,8.807483223,10.4367069,0.385679894,0,Wide,SC21RM
14,86,4.330073103,"[[229, 275], b'B']",1,Combined,0.435480712,16.54909526,1.885663319,8.360085424,38.00190179,0.405595052,2,Wide,SC21RM
14,87,5.514235497,"[[229, 275], b'B']",0,Combined,0.255006355,14.00554378,1.406165095,10.01525201,54.92233231,0.311439653,1,Wide,SC21RM
14,88,1.118983624,"[[232, 390], b'C']",1,ICMS Only,0.284515977,2.328460527,0.318368719,8.376927642,8.183935939,0.184182626,0,Wide,SC21RM
14,89,5.510291338,"[[229, 275], b'B']",0,Dim Visual Only,0.25462676,14.56471059,1.40306763,10.43401342,57.20023532,0.244293824,3,Wide,SC21RM
14,90,5.515578032,"[[461, 275], b'H']",0,Combined,0.165478577,8.884501141,0.912710005,10.30311026,53.68973609,0.138529163,1,Wide,SC21RM
14,91,5.502449989,"[[229, 159], b'A']",0,Combined,0.16195783,9.398247118,0.89116486,10.60642215,58.02897655,0.339308701,2,Wide,SC21RM
14,92,0.760740636,"[[345, 275], b'E']",1,Combined,1.01772769,9.036073918,0.77422681,11.5955018,8.878675507,0.743580534,1,Wide,SC21RM
14,93,1.074026225,"[[461, 390], b'I']",1,Combined,0.516883905,6.931078605,0.555146869,16.02033562,13.40935275,0.42595062,1,Wide,SC21RM
14,94,4.548496602,"[[461, 159], b'G']",1,Combined,0.175415918,9.033108498,0.797878708,11.30919883,51.49537502,0.15366319,1,Wide,SC21RM
14,95,5.501907349,"[[232, 390], b'C']",0,ICMS Only,0.392804944,17.40330944,2.161176409,8.503669078,44.30521992,0.052985907,0,Wide,SC21RM
14,96,5.514591694,"[[232, 390], b'C']",0,Combined,0.14587279,10.75274626,0.804428875,13.54609116,73.71317342,0.119056572,1,Wide,SC21RM
14,97,4.270252481,"[[345, 275], b'E']",1,Combined,0.131634779,4.742224935,0.562113741,7.911866584,36.02562311,0.21698997,1,Wide,SC21RM
14,98,0.5,"[[345, 275], b'E']",1,Dim Visual Only,0.743958435,4.798799575,0.371979218,19.41871472,6.450359788,0.322039744,1,Wide,SC21RM
14,99,3.403322576,"[[461, 390], b'I']",1,Combined,0.091915096,4.527299331,0.31281672,14.81338629,49.25523161,0.049692078,1,Wide,SC21RM
14,100,2.513416169,"[[461, 159], b'G']",1,Combined,0.289334091,7.877835257,0.727216983,12.76079557,27.22746988,0.169812139,0,Wide,SC21RM
14,101,5.502204418,"[[345, 159], b'D']",0,Sham,0.265699726,16.16412023,1.461934207,11.11006172,60.836044,0.252058514,2,Wide,SC21RM
14,102,3.460686563,"[[232, 390], b'C']",1,ICMS Only,0.162693875,6.87205071,0.563032508,13.18437062,42.23914817,0.012096148,3,Wide,SC21RM
14,103,0.791046021,"[[229, 159], b'A']",1,Combined,1.070704195,11.54256511,0.846976294,13.47809507,10.7803492,0.780557434,0,Wide,SC21RM
14,104,5.512546301,"[[232, 390], b'C']",0,Dim Visual Only,0.17330975,9.762092873,0.955378019,10.85980599,56.32743049,0.152652357,2,Wide,SC21RM
14,105,3.317316649,"[[345, 390], b'F']",1,Combined,0.323631162,15.97175461,1.073587041,14.82672401,49.3517204,0.178189559,3,Wide,SC21RM
14,106,5.332398108,"[[461, 275], b'H']",1,Combined,0.09015142,4.723806038,0.480723262,10.57762591,52.39857597,0.052613724,2,Wide,SC21RM
14,107,0.5,"[[345, 159], b'D']",1,Bright Visual Only,0.965059979,8.308048893,0.482529989,17.3588129,8.608842014,0.866291497,1,Wide,SC21RM
14,108,3.021131633,"[[345, 159], b'D']",1,Combined,0.281616942,9.22720718,0.850801853,10.83210278,32.76509966,0.02798252,1,Wide,SC21RM
14,109,0.811164258,"[[461, 159], b'G']",1,Dim Visual Only,0.497560838,3.292076136,0.403603568,8.935189476,6.616429362,0.113320053,0,Wide,SC21RM
14,110,1.330526708,"[[345, 390], b'F']",1,ICMS Only,0.276907426,5.461292048,0.368432725,16.60004952,19.72244708,0.206773624,1,Wide,SC21RM
14,111,1.364981292,"[[345, 159], b'D']",1,Combined,0.414666143,4.576400405,0.566011527,9.712717206,11.03634933,0.438546588,1,Wide,SC21RM
14,112,5.51053381,"[[461, 390], b'I']",0,Combined,0.105081172,8.331480899,0.579053353,15.18469574,79.28614337,0.13012712,3,Wide,SC21RM
14,113,1.136054156,"[[345, 159], b'D']",1,Combined,0.563260625,8.717753269,0.639894574,13.51653758,15.47729928,0.35873345,2,Wide,SC21RM
14,114,0.5,"[[345, 275], b'E']",1,Combined,0.577216973,1.97928254,0.288608487,7.635985715,3.429009595,0.423511601,0,Wide,SC21RM
14,115,5.509963274,"[[461, 275], b'H']",0,Dim Visual Only,0.041578152,4.426208076,0.229094088,10.30839374,106.455143,0.190491728,1,Wide,SC21RM
14,116,5.514058828,"[[345, 159], b'D']",0,ICMS Only,0.285884015,12.04547652,1.576381278,7.701815802,42.13413789,0.324221201,1,Wide,SC21RM
14,117,5.504121065,"[[345, 275], b'E']",0,Combined,0.098235556,4.840729439,0.540700392,9.007854774,49.27675524,0.282344773,2,Wide,SC21RM
14,118,5.515231133,"[[229, 275], b'B']",0,Combined,0.11083526,7.123430747,0.611282077,11.71425975,64.27043829,0.159049629,2,Wide,SC21RM
14,119,5.511226892,"[[345, 390], b'F']",0,Combined,0.238122392,7.674743116,1.31234653,6.85163926,32.23024535,0.06059627,2,Wide,SC21RM
14,120,1.627838014,"[[461, 275], b'H']",1,Combined,0.396118715,10.10478756,0.644817103,15.55708724,25.50949292,0.458548455,0,Wide,SC21RM
14,121,0.5,"[[461, 275], b'H']",1,Dim Visual Only,1.315928594,10.81112806,0.657964297,4.687257702,8.215588675,0.978226434,1,Wide,SC21RM
14,122,5.502622366,"[[229, 159], b'A']",0,ICMS Only,0.407850385,18.05513619,2.24424665,8.100229443,44.26901838,0.28894822,2,Wide,SC21RM
14,123,5.505305767,"[[461, 159], b'G']",0,Sham,0.236556366,12.99162635,1.302315126,10.02934275,54.9197917,0.072898433,2,Wide,SC21RM
14,124,1.094857095,"[[461, 390], b'I']",1,Bright Visual Only,0.426209602,5.694091302,0.466638606,16.1377405,13.35983817,0.324144413,1,Wide,SC21RM
14,125,0.797885092,"[[461, 159], b'G']",1,Combined,0.767446068,8.268043751,0.612333777,12.92162543,10.77345248,0.498818456,1,Wide,SC21RM
14,126,5.50044322,"[[232, 390], b'C']",0,Combined,0.227203715,13.79650833,1.249721134,11.80278833,60.72307545,0.082785991,2,Wide,SC21RM
14,127,0.5,"[[461, 275], b'H']",1,Combined,1.139859198,6.451921207,0.569929599,12.80487195,5.660279108,0.7890036,0,Wide,SC21RM
14,128,5.513079166,"[[345, 390], b'F']",0,Dim Visual Only,0.21049865,12.52657307,1.160495722,10.84739708,59.50904232,0.185446151,2,Wide,SC21RM
14,129,3.311816094,"[[345, 390], b'F']",1,Combined,0.202377683,6.597976201,0.670237668,9.841959181,32.6022914,0.170289109,1,Wide,SC21RM
14,130,1.213457702,"[[461, 159], b'G']",1,Combined,0.648164397,8.511355154,0.78652008,15.0678482,13.13147589,0.338242948,0,Wide,SC21RM
14,131,4.011462806,"[[229, 159], b'A']",1,Combined,0.255665854,14.5741271,1.025594062,14.17434484,57.00458977,0.343336331,3,Wide,SC21RM
14,132,5.502368927,"[[229, 275], b'B']",0,Combined,0.370307335,15.19878368,2.037567575,8.388100342,41.04370135,0.115930235,2,Wide,SC21RM
14,133,5.501443863,"[[345, 275], b'E']",0,ICMS Only,0.180867893,9.900368734,0.99503456,10.07303757,54.73812169,0.037068318,1,Wide,SC21RM
14,134,5.505813837,"[[461, 390], b'I']",0,Combined,0.053553,5.232902799,0.294852848,18.55031898,97.71446603,0.124698944,1,Wide,SC21RM
14,135,5.506395817,"[[229, 159], b'A']",0,ICMS Only,0.258952299,16.02384473,1.425893854,11.29290711,61.87952303,0.297120065,1,Wide,SC21RM
14,136,0.5,"[[461, 275], b'H']",1,Dim Visual Only,0.76278718,5.485013211,0.38139359,23.64394586,7.190751703,0.816295553,1,Wide,SC21RM
14,137,0.5,"[[461, 390], b'I']",1,Combined,0.450598285,5.215598018,0.225299142,29.16495979,11.57482883,0.862870326,1,Wide,SC21RM
14,138,1.607635377,"[[232, 390], b'C']",1,Combined,0.791664478,15.97284538,1.272707822,12.49522278,20.17628152,0.596711955,1,Wide,SC21RM
14,139,5.506075144,"[[461, 390], b'I']",0,Combined,0.155332892,6.1374698,0.855274578,7.842929219,39.51172031,0.133276704,1,Wide,SC21RM
14,140,1.131713534,"[[345, 390], b'F']",1,Combined,0.265404665,2.120323,0.300362051,2.660413138,7.989019336,0.151217263,0,Wide,SC21RM
14,141,1.67798739,"[[345, 390], b'F']",1,Bright Visual Only,0.553380288,12.07495373,0.928565146,12.37172286,21.8203539,0.454986551,0,Wide,SC21RM
14,142,5.505254745,"[[232, 390], b'C']",0,Sham,0.132205875,9.004213935,0.727827023,12.42491481,68.10751721,0.368203874,3,Wide,SC21RM
14,143,1.860981199,"[[345, 275], b'E']",1,Combined,0.478684552,11.12287619,0.890822953,10.24345339,23.23633829,0.328789394,0,Wide,SC21RM
14,144,3.191306803,"[[345, 275], b'E']",1,Dim Visual Only,0.34583163,10.32816921,1.103654833,8.306290106,29.86473279,0.313820967,1,Wide,SC21RM
14,145,2.035420546,"[[345, 275], b'E']",1,Combined,0.475011843,13.0462819,0.966848865,9.698481942,27.46517187,0.461230707,1,Wide,SC21RM
14,146,1.684806703,"[[345, 390], b'F']",1,ICMS Only,0.238797964,4.461680139,0.40232841,11.60565207,18.68391197,0.200223501,0,Wide,SC21RM
14,147,1.869700549,"[[229, 275], b'B']",1,Combined,0.52236476,12.44636467,0.976665678,12.69398331,23.82696084,0.421112761,1,Wide,SC21RM
14,148,1.819778321,"[[345, 390], b'F']",1,Dim Visual Only,0.742233166,17.61849962,1.350699824,12.98191618,23.73714951,0.710124442,2,Wide,SC21RM
14,149,5.514340401,"[[232, 390], b'C']",0,ICMS Only,0.183451516,10.04212449,1.011614107,9.982151658,54.73993727,0.117496323,1,Wide,SC21RM
14,150,0.570798276,"[[461, 159], b'G']",1,Combined,0.95955356,5.871194847,0.547711518,15.3593925,6.118673403,0.638580789,1,Wide,SC21RM
15,1,2.259230254,"[[229, 275], b'B']",1,Combined,0.132631246,4.271204126,0.299644523,15.91149713,32.20360405,0.20951127,3,Wide,SC21RM
15,2,2.083475945,"[[229, 275], b'B']",1,Combined,0.253767187,6.255744658,0.528717829,13.53096073,24.65151125,0.299375359,0,Wide,SC21RM
15,3,5.504746675,"[[229, 159], b'A']",0,Combined,0.11760412,8.27132032,0.647380887,12.83224295,70.33189258,0.134928421,1,Wide,SC21RM
15,4,0.637280343,"[[461, 275], b'H']",1,Combined,0.905569811,10.56124828,0.57710184,17.90444948,11.66254457,0.569307064,1,Wide,SC21RM
15,5,1.146769403,"[[345, 275], b'E']",1,Combined,0.794983217,10.01908912,0.911662428,10.95703048,12.60289389,0.267410359,0,Wide,SC21RM
15,6,0.869664548,"[[461, 390], b'I']",1,Combined,0.339014315,4.57676223,0.294828731,18.98581677,13.50020347,0.036938889,1,Wide,SC21RM
15,7,0.5,"[[461, 159], b'G']",1,Combined,0.945462351,7.407381783,0.472731176,26.08821103,7.834666048,0.606395102,1,Wide,SC21RM
15,8,0.5,"[[461, 159], b'G']",1,Combined,1.37792375,6.895254585,0.688961875,6.240100301,5.004090092,0.987606781,0,Wide,SC21RM
15,9,1.763755439,"[[345, 159], b'D']",1,Combined,0.243949362,3.432855548,0.430267014,10.08848423,14.0720005,0.295847219,0,Wide,SC21RM
15,10,0.775365232,"[[229, 159], b'A']",1,Combined,0.874723969,9.099590551,0.678230553,13.28088364,10.40281377,0.527449748,1,Wide,SC21RM
15,11,0.9414501,"[[345, 275], b'E']",1,Bright Visual Only,0.616104758,8.222739741,0.580031886,14.48994136,13.34633377,0.464024974,1,Wide,SC21RM
15,12,5.365561841,"[[229, 159], b'A']",1,Dim Visual Only,0.13991957,10.41555193,0.750747104,13.84664243,74.4395652,0.136484862,4,Wide,SC21RM
15,13,4.403804238,"[[461, 159], b'G']",1,ICMS Only,0.182480516,11.38547667,0.80360847,13.98611924,62.39283468,0.107733639,2,Wide,SC21RM
15,14,5.50880909,"[[229, 275], b'B']",0,Dim Visual Only,0.097334806,5.693108403,0.536198866,10.67491805,58.48995456,0.225202405,1,Wide,SC21RM
15,15,0.680229543,"[[345, 275], b'E']",1,ICMS Only,0.732712766,7.958310352,0.49841287,23.43610317,10.86143264,0.5818284,0,Wide,SC21RM
15,16,2.449710146,"[[461, 275], b'H']",1,Dim Visual Only,0.48637836,16.64255628,1.191486003,10.82755416,34.21730418,0.348612006,1,Wide,SC21RM
15,17,1.875559076,"[[229, 275], b'B']",1,ICMS Only,0.456564914,12.59904687,0.856314469,13.1132154,27.5953024,0.353076564,3,Wide,SC21RM
15,18,1.244973777,"[[461, 390], b'I']",1,Combined,0.595489074,10.24653075,0.741368282,13.71061933,17.20691647,0.479963229,0,Wide,SC21RM
15,19,2.638285516,"[[461, 390], b'I']",1,Sham,0.223213073,9.295922921,0.588899816,15.70465306,41.64596102,0.18351281,3,Wide,SC21RM
15,20,1.109180091,"[[229, 275], b'B']",1,Combined,0.741961915,12.22667073,0.822969384,14.70283948,16.47883871,0.584118365,1,Wide,SC21RM
15,21,5.5032022,"[[229, 159], b'A']",0,Sham,0.130425447,10.53541158,0.717757608,14.72997499,80.77727017,0.053939372,4,Wide,SC21RM
15,22,0.999170182,"[[229, 159], b'A']",1,ICMS Only,0.851873848,10.07944151,0.851166948,11.7696469,11.83208234,0.54769937,2,Wide,SC21RM
15,23,4.951197265,"[[345, 275], b'E']",1,Combined,0.012225408,0.878921388,0.060530409,15.22306141,71.89300831,0.048167248,2,Wide,SC21RM
15,24,1.846404068,"[[345, 159], b'D']",1,Dim Visual Only,0.506328116,13.82235564,0.934886293,13.98718136,27.29920619,0.414571564,3,Wide,SC21RM
15,25,0.5,"[[345, 390], b'F']",1,Bright Visual Only,0.598968491,7.970311135,0.299484245,27.02645365,13.30672858,0.385475769,1,Wide,SC21RM
15,26,1.147177098,"[[232, 390], b'C']",1,Combined,0.232773413,4.63542276,0.267032329,18.75359419,19.91388404,0.234031435,1,Wide,SC21RM
15,27,0.976121305,"[[232, 390], b'C']",1,Combined,0.880316354,14.88019298,0.859295548,17.06840199,16.9032336,0.89318091,1,Wide,SC21RM
15,28,2.041029029,"[[461, 390], b'I']",1,Combined,0.249129668,8.070341595,0.508480884,17.44885383,32.39414103,0.20409023,3,Wide,SC21RM
15,29,0.654817937,"[[345, 390], b'F']",1,Dim Visual Only,0.512225222,7.72869043,0.335414263,28.78550934,15.08846127,0.519566792,0,Wide,SC21RM
15,30,1.858373044,"[[229, 159], b'A']",1,ICMS Only,0.590980129,15.96690553,1.098261541,14.45160731,27.01766905,0.541784579,3,Wide,SC21RM
15,31,1.043446897,"[[461, 390], b'I']",1,Combined,0.500837292,7.440218616,0.522597118,18.71385905,14.85556034,0.148906339,1,Wide,SC21RM
15,32,0.5,"[[461, 390], b'I']",1,Combined,1.482937876,6.943004181,0.741468938,8.733511197,4.681925179,0.974633395,0,Wide,SC21RM
15,33,0.935999272,"[[229, 159], b'A']",1,Combined,0.754340579,10.40579297,0.706062233,14.57750074,13.79455548,0.557057527,1,Wide,SC21RM
15,34,1.933878539,"[[345, 159], b'D']",1,Combined,0.429655005,8.274821196,0.830900593,12.36197232,19.25922219,0.168693148,1,Wide,SC21RM
15,35,1.409719823,"[[229, 159], b'A']",1,Combined,0.596790101,12.91106905,0.841306835,15.22518179,21.6341877,0.349944957,1,Wide,SC21RM
15,36,0.5,"[[461, 159], b'G']",1,ICMS Only,0.479605723,2.107332052,0.239802861,11.11395498,4.393884295,0.2837729,0,Wide,SC21RM
15,37,5.514409542,"[[461, 275], b'H']",0,Dim Visual Only,0.023106004,1.686823749,0.127415968,13.29257818,73.00369884,0.099796504,3,Wide,SC21RM
15,38,3.097092072,"[[461, 159], b'G']",1,Combined,0.227670595,9.10401912,0.705116795,11.75580821,39.98768096,0.051891535,2,Wide,SC21RM
